,ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date,From.Grade_surrogate,To.Grade_surrogate,Special.Pay_surrogate,Early.RPL_surrogate,Latest.RPL_surrogate,Initial.System.Date_surrogate,Poverty.Code_surrogate,CRM.Segment_surrogate,MDR.Low.Grade_surrogate,MDR.High.Grade_surrogate,Total.School.Enrollment_surrogate,Income.Level_surrogate,FirstMeeting_surrogate,LastMeeting_surrogate,DifferenceTraveltoFirstMeeting_surrogate,DifferenceTraveltoLastMeeting_surrogate,FPP.to.School.enrollment_surrogate,SchoolSizeIndicator_surrogate,NPS 2011_surrogate,NPS 2010_surrogate,NPS 2009_surrogate,NPS 2008_surrogate,>= 3 FPP Date_surrogate,>= 10 FPP Date_surrogate,>= 20 FPP Date_surrogate,>= 35 FPP Date_surrogate
1093,1094,CD,8.0,8.0,CA,0,5,A,2011-05-09,2011-05-13,2010-10-01,CP,1958,24,2,0.585,2010-02-03,2010-08-26,4,2,2010-01-27,FIXED_NA,Southern California,5.0,CHD,1,K,8.0,261.0,Q,0.244,0,East Coast,EXISTING,41,43,1958,1,2010-09-08,2010-09-08,243.0,243.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,C,1,0.157088123,0.953488372,2,S,1,10.0,10.0,10.0,9.0,2010-05-20,2010-05-25,2010-06-01,2010-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,1095,HC,8.0,8.0,CA,0,5,A,2011-05-09,2011-05-13,2010-11-01,FR,2395,6,0,0.353,2010-02-11,2010-08-10,1,2,2010-02-11,C,Northern California,10.0,PUBLIC,1,K,8.0,960.0,G,0.177,0,East Coast,EXISTING,17,19,2395,2,2010-05-18,2010-09-02,356.0,249.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.017708333,0.894736842,2,L,1,0.0,10.0,10.0,9.0,2010-05-12,2010-05-29,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1095,1096,HC,8.0,8.0,NV,1,5,A,2011-05-09,2011-05-13,2010-10-15,FR,2341,3,4,0.5,1900-01-01,2010-09-08,6,1,2010-09-03,B,Other,5.0,PUBLIC,1,6,8.0,1559.0,O,0.0,0,East Coast,EXISTING,6,7,2341,1,2010-10-07,2010-10-07,214.0,214.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.0038486209999999996,0.857142857,1,L,0,0.0,10.0,0.0,0.0,2010-10-15,1900-01-01,1900-01-01,1900-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
1096,1097,HVP,8.0,8.0,GA,0,4,B,2011-05-09,2011-05-13,2010-11-05,FIXED_NA,460,18,1,0.391,1900-01-01,2010-09-27,2,5,2010-09-25,C,Other,10.0,PUBLIC,1,6,8.0,857.0,H,0.261,0,East Coast,NEW,46,51,460,1,2010-10-28,2010-10-28,193.0,193.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.053675613,0.901960784,5,L,0,10.0,0.0,0.0,0.0,2010-10-13,2010-10-29,2010-11-02,2010-11-04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1097,1098,HD,8.0,8.0,OH,0,6,B,2011-05-09,2011-05-14,2010-10-29,FR,644,108,20,0.37799999999999995,2010-03-25,2010-08-23,33,27,2010-03-24,B,Other,10.0,PUBLIC,1,7,8.0,1000.0,N,0.14,1,East Coast,EXISTING,286,313,644,1,2010-09-08,2010-09-08,243.0,243.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.28600000000000003,0.9137380190000001,27,L,1,10.0,10.0,10.0,10.0,2010-04-24,2010-04-18,2010-04-24,2010-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,1099,HD,5.0,5.0,WA,0,6,A,2011-05-09,2011-05-14,2010-10-01,FIXED_NA,2206,38,2,0.655,2010-08-17,2010-08-17,3,4,2010-05-01,FIXED_NA,Pacific Northwest,5.0,Private non-Christian,1,PK,12.0,723.0,M,0.172,1,East Coast,EXISTING,58,62,2206,1,2010-09-09,2010-09-09,242.0,242.0,Elementary,Elementary,Elementary->Elementary,May,PK,High,PK->High,H,1,0.08022130000000001,0.935483871,4,M-L,1,10.0,0.0,10.0,8.0,2010-09-09,2010-09-13,2010-09-17,2010-09-24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1099,1100,HD,8.0,8.0,CA,0,6,A,2011-05-09,2011-05-14,2010-06-01,FIXED_NA,2152,13,1,0.52,2010-01-26,2010-08-24,1,2,2010-01-26,FIXED_NA,Northern California,5.0,Private non-Christian,1,PK,8.0,310.0,P,0.16,0,East Coast,EXISTING,25,27,2152,1,2010-09-09,2010-09-09,242.0,242.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.08064516099999999,0.9259259259999999,2,S,1,10.0,10.0,10.0,10.0,2010-05-18,2010-05-31,2010-09-23,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,1101,HD,8.0,8.0,CA,0,6,A,2011-05-09,2011-05-14,2010-11-15,FIXED_NA,1999,19,1,0.679,1900-01-01,2010-09-17,0,4,2010-09-08,FIXED_NA,Southern California,10.0,Private non-Christian,1,PK,12.0,275.0,O,0.071,0,East Coast,EXISTING,28,32,1999,1,2010-09-09,2010-09-09,242.0,242.0,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,1,0.101818182,0.875,4,S,1,9.0,9.0,8.0,8.0,2010-10-22,2010-11-12,2010-11-21,1900-01-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1101,1102,HS,4.0,4.0,CA,0,1,A,2011-05-10,2011-05-10,2010-10-22,FR,386,18,1,0.231,2010-05-25,2010-08-26,3,3,2010-05-22,B,Southern California,4.0,PUBLIC,0,K,5.0,640.0,Q,0.256,1,CA History,EXISTING,78,81,386,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,1,0.121875,0.962962963,3,M-L,1,8.0,0.0,10.0,0.0,2010-10-16,2010-10-19,2010-10-21,2010-10-22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
1102,1103,HD,8.0,8.0,KY,0,3,A,2011-05-10,2011-05-12,2010-10-22,FR,1048,40,1,0.541,1900-01-01,2010-08-19,1,6,2010-03-16,FIXED_NA,Other,10.0,Catholic,0,K,8.0,697.0,M,0.203,1,East Coast,EXISTING,74,80,1048,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.106169297,0.925,6,M-L,1,10.0,9.0,10.0,9.0,2010-04-26,2010-05-03,2010-05-07,2010-05-26,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1103,1104,HS,4.0,4.0,CA,0,3,A,2011-05-10,2011-05-12,2010-10-22,FR,787,34,7,0.47200000000000003,2010-04-27,2010-09-01,8,2,2010-04-27,FIXED_NA,Southern California,5.0,CHD,1,PK,8.0,500.0,Q,0.264,1,CA History,EXISTING,72,74,787,1,2010-09-22,2010-09-22,230.0,230.0,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,1,0.14400000000000002,0.972972973,2,S-M,1,9.0,9.0,8.0,8.0,2010-05-19,2010-06-04,2010-06-14,2010-07-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,1105,HD,8.0,8.0,OH,0,4,B,2011-05-10,2011-05-13,2010-11-15,FIXED_NA,807,27,2,0.25,1900-01-01,2010-09-30,2,7,2010-01-27,A,Other,5.0,PUBLIC,1,6,8.0,620.0,O,0.26899999999999996,0,East Coast,EXISTING,108,115,807,1,2010-11-01,2010-11-01,190.0,190.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.174193548,0.939130435,7,M-L,1,9.0,10.0,10.0,10.0,2010-11-01,2010-11-01,2010-11-01,2010-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,1106,HD,0.0,0.0,TX,0,4,A,2011-05-10,2011-05-13,2010-10-29,FIXED_NA,1388,24,0,0.96,2010-02-18,2010-08-24,0,2,2010-02-09,FIXED_NA,Houston,1.0,Catholic,1,PK,8.0,140.0,H,0.12,0,East Coast,EXISTING,25,27,1388,1,2010-09-01,2010-09-01,251.0,251.0,Undefined,Undefined,Undefined->Undefined,May,PK,Middle,PK->Middle,H,0,0.17857142899999998,0.9259259259999999,2,S,1,0.0,9.0,9.0,9.0,2010-03-26,2010-04-13,2010-05-30,1900-01-01,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1106,1107,HD,8.0,8.0,Other.Group.State,0,4,A,2011-05-10,2011-05-13,2010-11-01,FIXED_NA,1299,16,1,0.615,2010-03-24,2010-08-31,1,2,2010-03-03,A,Other,5.0,PUBLIC,1,5,8.0,538.0,M,0.231,0,East Coast,EXISTING,26,28,1299,2,2010-05-25,2010-09-07,350.0,245.0,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,1,0.048327138,0.9285714290000001,2,S-M,1,10.0,10.0,10.0,9.0,2010-05-30,2010-06-07,2010-09-30,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,1108,HD,8.0,8.0,CT,0,4,B,2011-05-10,2011-05-13,2010-10-15,FIXED_NA,799,83,7,0.40700000000000003,2010-03-15,2010-09-02,18,47,2010-03-10,A,Other,5.0,PUBLIC,1,7,8.0,655.0,Q,0.18100000000000002,0,East Coast,EXISTING,204,251,799,1,2010-10-05,2010-10-05,217.0,217.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.31145038199999997,0.812749004,47,M-L,1,10.0,10.0,10.0,9.0,2010-04-14,2010-04-19,2010-04-29,2010-05-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,1109,Other.Program.Code,5.0,0.0,Other.Group.State,0,4,B,2011-05-10,2011-05-13,2010-11-01,FIXED_NA,793,25,1,0.595,2010-04-05,2010-08-27,2,2,2010-04-02,FIXED_NA,Other,4.0,CHD,1,PK,6.0,409.0,I,0.262,0,East Coast,EXISTING,42,44,793,1,2010-09-22,2010-09-22,230.0,230.0,Elementary,Undefined,Other.SchoolGradeType,May,PK,Middle,PK->Middle,H,0,0.102689487,0.954545455,2,S-M,0,10.0,0.0,0.0,10.0,2010-09-26,2010-10-05,2010-10-27,2010-11-01,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1109,1110,HD,6.0,6.0,Other.Group.State,0,4,B,2011-05-10,2011-05-13,2010-11-01,FIXED_NA,792,27,3,0.643,2010-04-05,2010-08-27,4,2,2010-04-02,FIXED_NA,Other,4.0,CHD,1,PK,6.0,409.0,I,0.095,0,East Coast,EXISTING,42,44,792,1,2010-09-22,2010-09-22,230.0,230.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.102689487,0.954545455,2,S-M,0,10.0,0.0,0.0,10.0,2010-09-26,2010-10-15,2010-10-27,2010-11-08,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1110,1111,HD,8.0,8.0,OH,0,4,B,2011-05-10,2011-05-13,2010-10-15,FIXED_NA,759,47,2,0.61,2010-03-03,2010-08-25,2,7,2010-03-02,A,Other,10.0,PUBLIC,1,7,12.0,500.0,H,0.247,1,East Coast,EXISTING,77,84,759,1,2010-09-01,2010-09-01,251.0,251.0,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.154,0.916666667,7,S-M,1,0.0,9.0,0.0,0.0,2010-05-10,2010-05-18,2010-05-25,2010-05-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1111,1112,HG,4.0,4.0,CA,0,4,A,2011-05-10,2011-05-13,2010-10-22,FIXED_NA,958,22,8,0.579,2010-04-22,2010-08-26,8,3,2010-04-17,FIXED_NA,Southern California,5.0,Private non-Christian,1,K,7.0,365.0,P,0.132,1,CA History,EXISTING,38,41,958,1,2010-09-28,2010-09-28,224.0,224.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.104109589,0.926829268,3,S-M,1,0.0,0.0,0.0,10.0,2010-06-13,2010-09-13,2010-10-20,2010-11-11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1112,1113,CD,8.0,8.0,KY,1,4,A,2011-05-10,2011-05-13,2010-10-01,FIXED_NA,1111,11,0,0.45799999999999996,2010-04-29,2010-08-24,1,1,2010-04-16,FIXED_NA,Other,2.0,CHD,1,PK,8.0,200.0,I,0.16699999999999998,1,East Coast,EXISTING,24,25,1111,2,2010-08-24,2010-08-30,259.0,253.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,C,1,0.12,0.96,1,S,0,0.0,0.0,10.0,9.0,2010-06-07,2010-06-08,2010-06-23,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1113,1114,HD,0.0,0.0,CO,0,4,A,2011-05-10,2011-05-14,2010-10-29,FIXED_NA,1549,15,1,0.652,2010-05-21,2010-08-30,1,2,2010-05-20,B,Other,5.0,PUBLIC,1,6,8.0,511.0,N,0.13,0,East Coast,EXISTING,23,25,1549,1,2010-10-15,2010-10-15,207.0,207.0,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.045009785,0.92,2,S-M,0,10.0,10.0,8.0,9.0,2010-06-01,2010-06-11,2010-10-08,1900-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1114,1115,HD,0.0,0.0,OH,0,5,B,2011-05-10,2011-05-14,2010-10-15,FIXED_NA,727,20,0,0.455,2010-03-23,2010-08-13,0,3,2010-03-15,B,Other,8.0,PUBLIC,1,9,12.0,350.0,K,0.091,0,East Coast,EXISTING,44,47,727,2,2010-08-18,2010-09-22,265.0,230.0,Undefined,Undefined,Undefined->Undefined,May,High,High,High->High,H,0,0.125714286,0.9361702129999999,3,S-M,1,10.0,9.0,9.0,9.0,2010-05-18,2010-05-29,2010-09-22,2011-01-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,1116,Other.Program.Code,0.0,0.0,MI,1,3,B,2011-05-10,2011-05-14,2010-11-01,FIXED_NA,588,15,4,0.41700000000000004,2010-05-27,2010-10-03,7,5,2010-05-27,FIXED_NA,Other,7.0,Private non-Christian,1,FIXED_NA,0.0,180.0,P,0.139,0,East Coast,NEW,36,41,588,1,2010-09-23,2010-09-23,229.0,229.0,Undefined,Undefined,Undefined->Undefined,May,Undefined,Undefined,Undefined->Undefined,H,0,0.2,0.87804878,5,S,1,9.0,0.0,0.0,10.0,2010-06-08,2010-09-21,2010-09-30,2010-10-31,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1116,1117,HD,7.0,8.0,OH,0,4,B,2011-05-10,2011-05-14,2010-11-19,FIXED_NA,756,18,8,0.643,1900-01-01,2010-10-07,17,4,2010-10-07,FIXED_NA,Other,10.0,CHD,0,PK,12.0,700.0,L,0.036000000000000004,0,East Coast,NEW,28,32,756,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,0,0.04,0.875,4,M-L,0,10.0,0.0,0.0,0.0,2010-11-15,2010-11-18,2010-11-19,1900-01-01,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
1117,1118,HD,8.0,8.0,FL,0,5,B,2011-05-10,2011-05-14,2010-11-19,FIXED_NA,949,7,3,0.33299999999999996,2010-03-22,2010-08-23,5,2,2010-03-20,C,Other,10.0,PUBLIC,1,K,8.0,635.0,C,0.28600000000000003,0,East Coast,EXISTING,21,23,949,2,2010-05-12,2010-08-25,363.0,258.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.033070866000000004,0.913043478,2,M-L,0,10.0,10.0,10.0,7.0,2010-05-31,2010-07-09,2011-04-20,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1118,1119,HS,4.0,4.0,CA,0,1,A,2011-05-11,2011-05-11,2010-10-22,FR,386,19,3,0.17,2010-05-25,2010-08-26,0,4,2010-05-12,B,Southern California,4.0,PUBLIC,0,K,5.0,640.0,Q,0.214,1,CA History,EXISTING,112,116,386,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,1,0.175,0.9655172409999999,4,M-L,1,8.0,0.0,10.0,0.0,2010-10-15,2010-10-17,2010-10-18,2010-10-19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
1119,1120,HG,4.0,4.0,CA,0,2,A,2011-05-11,2011-05-12,2010-11-15,FIXED_NA,612,28,0,0.5489999999999999,2010-05-18,2010-08-26,0,2,2010-04-28,FIXED_NA,Southern California,4.0,Private non-Christian,1,PK,6.0,280.0,Q,0.02,1,CA History,EXISTING,51,53,612,1,2010-11-01,2010-11-01,191.0,191.0,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,1,0.182142857,0.962264151,2,S,1,10.0,10.0,10.0,10.0,2010-06-14,2010-07-09,2010-11-13,2010-12-10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,1121,HS,4.0,4.0,CA,0,2,A,2011-05-11,2011-05-12,2010-10-15,FR,566,35,3,0.614,2010-04-22,2010-09-08,6,3,2010-04-02,FIXED_NA,Southern California,5.0,CHD,0,K,8.0,270.0,Q,0.281,1,CA History,EXISTING,57,60,566,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.21111111100000002,0.95,3,S,1,0.0,10.0,10.0,10.0,2010-05-25,2010-06-15,2010-06-22,2010-10-13,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1121,1122,HD,7.0,8.0,MI,1,3,A,2011-05-11,2011-05-13,2010-06-01,SA,1270,0,0,0.0,2010-04-30,2010-04-30,0,1,2010-01-27,B,Other,1.0,PUBLIC,0,K,12.0,65.0,E,0.0,0,East Coast,EXISTING,15,16,1270,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,K,High,K->High,H,0,0.23076923100000002,0.9375,1,S,0,9.0,0.0,9.0,9.0,2010-11-18,2010-11-18,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1
1122,1123,Other.Program.Code,7.0,8.0,AZ,0,3,B,2011-05-11,2011-05-13,2010-10-01,SA,551,0,0,0.0,1900-01-01,2010-08-19,3,5,2010-08-11,FIXED_NA,Other,5.0,Catholic,0,PK,8.0,400.0,G,0.0,0,CA History,EXISTING,42,47,551,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.105,0.893617021,5,S-M,1,0.0,0.0,0.0,0.0,2010-10-12,2010-10-12,2010-10-12,2010-10-12,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
1123,1124,CD,6.0,6.0,OH,0,3,B,2011-05-11,2011-05-14,2010-10-01,FIXED_NA,646,10,4,0.28600000000000003,2010-03-05,2010-08-04,5,4,2010-03-04,FIXED_NA,Other,10.0,CHD,1,PK,12.0,1000.0,I,0.34299999999999997,0,East Coast,EXISTING,35,39,646,1,2010-08-16,2010-08-16,268.0,268.0,Middle,Middle,Middle->Middle,May,PK,High,PK->High,C,1,0.035,0.897435897,4,L,0,9.0,10.0,10.0,10.0,2010-05-20,2010-05-27,2010-09-15,2010-11-13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,1125,CD,8.0,8.0,TX,0,4,A,2011-05-11,2011-05-14,2010-10-01,FIXED_NA,1519,17,3,0.7390000000000001,2010-03-01,2010-08-26,3,1,2010-02-23,FIXED_NA,Houston,10.0,CHD,0,PK,8.0,226.0,C,0.174,0,East Coast,EXISTING,23,24,1519,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,C,1,0.10176991199999999,0.958333333,1,S,1,10.0,10.0,10.0,10.0,2010-05-17,2010-05-28,2011-02-18,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1125,1126,HD,8.0,8.0,MI,0,4,B,2011-05-11,2011-05-15,2010-11-01,FR,668,10,0,0.213,2010-02-09,2010-08-24,4,4,2010-02-03,C,Other,2.0,PUBLIC,1,K,8.0,450.0,J,0.021,0,East Coast,EXISTING,47,51,668,1,2010-09-16,2010-09-16,237.0,237.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.104444444,0.9215686270000001,4,S-M,1,10.0,9.0,0.0,0.0,2010-09-30,2010-10-15,2010-11-15,2011-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1126,1127,HVP,8.0,8.0,TN,0,5,B,2011-05-11,2011-05-15,2010-11-08,FIXED_NA,459,48,11,0.774,1900-01-01,2010-09-01,16,4,2010-09-01,C,Other,10.0,PUBLIC,1,5,8.0,700.0,G,0.258,0,East Coast,NEW,62,66,459,1,2010-09-14,2010-09-14,239.0,239.0,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,1,0.08857142900000001,0.939393939,4,M-L,1,10.0,0.0,0.0,0.0,2010-09-15,2010-09-21,2010-09-26,2010-09-30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1127,1128,HD,5.0,6.0,AL,1,6,B,2011-05-11,2011-05-16,2010-10-01,FIXED_NA,1001,26,9,0.7879999999999999,2010-02-03,2010-09-01,9,3,2010-02-03,C,Other,10.0,PUBLIC,1,K,12.0,775.0,D,0.242,0,East Coast,EXISTING,33,36,1001,2,2010-02-25,2010-09-23,440.0,230.0,Elementary,Middle,Elementary->Middle,May,K,High,K->High,H,0,0.042580645,0.916666667,3,M-L,0,10.0,0.0,10.0,0.0,2010-03-02,2010-03-12,2010-03-16,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1128,1129,HS,4.0,4.0,CA,0,1,A,2011-05-12,2011-05-12,2010-11-12,FIXED_NA,349,25,7,0.198,1900-01-01,2010-08-30,5,3,2010-07-13,B,Southern California,4.0,PUBLIC,1,K,6.0,603.0,Q,0.175,1,CA History,EXISTING,126,129,349,1,2010-09-29,2010-09-29,225.0,225.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.208955224,0.9767441859999999,3,M-L,1,0.0,0.0,0.0,9.0,2010-09-30,2010-10-05,2010-10-12,2010-10-13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1129,1130,HS,4.0,4.0,CA,0,1,A,2011-05-12,2011-05-12,2010-10-15,SA,429,0,0,0.0,2010-04-23,2010-04-23,0,5,2010-04-21,FIXED_NA,Southern California,5.0,Private non-Christian,1,K,8.0,420.0,I,0.0,1,CA History,EXISTING,46,51,429,1,2010-09-07,2010-09-07,247.0,247.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.10952381,0.901960784,5,S-M,1,0.0,0.0,0.0,0.0,2010-10-15,2010-10-15,2010-10-15,2010-10-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1130,1131,HS,4.0,4.0,CA,0,2,A,2011-05-12,2011-05-13,2010-10-22,FR,635,6,0,0.353,2010-05-18,2010-08-25,0,1,2010-04-30,FIXED_NA,Southern California,5.0,CHD,1,K,8.0,470.0,P,0.11800000000000001,1,CA History,EXISTING,17,18,635,1,2010-09-02,2010-09-02,252.0,252.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.036170213,0.944444444,1,S-M,1,10.0,10.0,10.0,10.0,2010-10-04,2010-10-04,1900-01-01,1900-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1131,1132,HS,5.0,5.0,CA,0,2,A,2011-05-12,2011-05-13,2010-10-20,FIXED_NA,599,2,0,0.125,1900-01-01,2010-09-15,1,2,2010-05-28,FIXED_NA,Southern California,5.0,CHD,1,PK,8.0,300.0,J,0.0,1,CA History,EXISTING,16,18,599,1,2010-09-23,2010-09-23,231.0,231.0,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,1,0.053333333,0.8888888890000001,2,S,1,10.0,0.0,0.0,0.0,2010-10-12,2010-10-20,1900-01-01,1900-01-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
1132,1133,HS,4.0,4.0,CA,0,2,A,2011-05-12,2011-05-13,2010-10-01,CP,622,15,0,0.6,1900-01-01,2010-08-24,0,1,2010-05-08,FIXED_NA,Southern California,11.0,Private non-Christian,1,K,8.0,165.0,P,0.48,1,CA History,EXISTING,25,26,622,1,2010-09-14,2010-09-14,240.0,240.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.151515152,0.961538462,1,S,1,10.0,10.0,10.0,10.0,2010-09-28,2010-09-30,2010-10-01,1900-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
